Date,Albania,Algeria,Angola,Argentina,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Barbados,Belarus,Belize,Benin,Bolivia,Brazil,Brunei,Bulgaria,Cameroon,Canada,Chad,Chile,China,Colombia,Congo,Cote d'Ivoire,Croatia,Cuba,Czechia,Czechoslovakia,Democratic Republic of Congo,Denmark,East Timor,Ecuador,Egypt,France,Gabon,Georgia,Germany,Ghana,Greece,Guatemala,Hungary,India,Indonesia,Iran,Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Libya,Lithuania,Low-income countries,Malaysia,Mauritania,Mexico,Mongolia,Morocco,Myanmar,Netherlands,New Zealand,Niger,Nigeria,Norway,Oman,Pakistan,Papua New Guinea,Persian Gulf (Shift),Peru,Philippines,Poland,Qatar,Romania,Russia,Saudi Arabia,Serbia,Slovakia,Slovenia,South Africa,South Sudan,Spain,Sudan,Suriname,Sweden,Syria,Taiwan,Tajikistan,Thailand,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Ukraine,United Arab Emirates,United Kingdom,United States,Uzbekistan,Venezuela,Vietnam,World,Yemen,Yugoslavia,Total
12/31/1996,6.430544,686.3133,411.2833,474.6901,326.40598,14.351292,105.837654,26.69324,0.95751476,0.6298761,22.827545,0,1.3187996,21.021433,494.66245,93.999794,0.4418151,68.976265,1342.7246,0,11.055414,1843.5876,387.98355,120.475174,10.132984,21.555996,21.523144,2.8504603,,18.93493,118.206764,,243.37984,524.28046,32.846436,212.2475,0.75752604,37.744995,3.823703,5.5244865,8.191887,26.395294,404.724,892.3267,2170.6436,332.23203,0.12711322,63.40676,9.196627,0,267.03644,1222.6143,1.2439704,797.65686,1.8988171,539.1375,393.02176,0,1888.243,0,0.1848079,5.263776,48.846992,23.52136,0,1121.2941,1798.7454,515.9607,35.519875,62.219257,11591.568,73.482025,1.2672672,3.124151,315.21988,79.68877,3522.4128,5087.378,14.68716,1.0668923,0,5.490239,,6.4189854,2.8721862,5.0877743,0,339.5189,1.2249892,0.34161678,43.918797,77.6378,51.254578,43.099678,50.64865,51.947865,1359.7686,1508.8878,4443.334,88.655495,1921.0215,102.3789,39151.24,196.74644,,90487.51913
12/31/1997,6.1873407,716.0245,424.495,504.57437,346.43536,12.565607,104.98402,30.226498,1.0789236,0.56533974,22.879288,0,0.8548776,20.880402,530.28345,92.58174,0.3776639,78.9666,1403.7892,0,7.6691656,1862.312,405.1625,134.7452,11.852961,21.478973,21.789904,2.2939172,,17.831257,130.35226,,245.20822,509.30096,27.059149,211.59622,1.6842537,35.53043,3.1777134,6.1075516,10.187526,30.728378,413.85355,880.5205,2174.3757,664.58966,0.19014888,69.29147,8.289108,0,299.80975,1222.4785,1.114662,815.15454,2.4138381,544.6961,389.57727,0,1972.6746,0,0,5.89393,45.94366,36.566093,0,1122.7622,1816.9309,522.30286,36.659866,48.084644,12044.444,72.595474,0.6319024,3.738738,386.96454,78.5025,3575.2947,5024.416,13.400143,0.9974787,0,5.4752383,,4.703187,5.15581,3.3838146,0,333.39658,0.96343184,0.35920578,49.89238,74.86783,48.345913,43.45553,62.42984,51.879807,1364.287,1487.2793,4418.8193,91.77233,1994.7681,117.3467,40023.2,206.1437,,92676.90274
12/31/1998,4.2528143,713.91675,418.68,512.04645,328.0255,13.626324,133.15187,28.508625,1.016911,1.0050482,22.925858,0,0.6575982,24.690231,612.65924,89.11289,0.5035519,77.056114,1454.7723,0,7.32563,1862.8933,469.95505,158.15637,12.631624,22.6793,22.381357,2.4934127,,16.893131,134.88626,,237.72815,499.64807,24.209646,195.94223,1.3796564,37.433846,3.1777134,4.379892,15.133011,24.90886,403.50284,862.9521,2218.8591,1211.6783,0.12676592,65.395,8.185909,0,301.74036,1279.338,1.0517074,809.3637,3.4466403,549.05554,395.68912,0,2017.5048,0.064346544,0.06143436,7.1830025,46.89916,30.211271,0,1150.4365,1739.8503,519.99896,35.55584,47.462948,12848.958,70.12506,0.5055219,4.61111,390.20615,76.21139,3539.474,5178.7773,12.153254,0.7979829,0,16.377321,,6.807244,6.874413,4.737341,0,332.8291,0.81385,0.2962511,51.891117,74.39617,47.45505,41.751667,74.07147,49.10252,1413.2999,1542.5217,4281.3467,95.086876,2067.4336,145.375,41034.707,209.352,,95514.80429
12/31/1999,3.7636342,680.686,426.821,484.84152,319.4973,12.057965,161.08713,28.338179,0.95489854,1.1934948,23.03452,0,0.6575982,22.133072,691.94525,103.66081,0.5035519,63.68274,1407.1923,0,6.8725476,1863.3586,508.2989,159.6449,9.473719,18.659256,26.940113,2.7029288,,13.847677,169.45795,,236.48146,481.02844,22.444927,197.41925,1.3850032,34.895958,3.8132558,0.47571656,14.644568,23.425606,402.5608,797.8668,2071.5051,1491.8107,0.12676592,58.324276,7.502417,0,350.42355,1192.7302,0.9940995,778.9636,2.9281695,593.3634,376.96588,0,1924.6742,0.12869309,0.12286872,6.2161975,33.720165,27.526255,0,1073.8617,1740.7052,519.83264,34.846424,58.025257,12426.062,64.13437,0.5687122,5.608107,398.6554,74.187775,3544.452,4751.1567,12.153254,0.5984873,0,19.969946,,3.7622104,36.090668,6.7676296,0,334.38037,0.74617386,0.2962511,56.512978,77.276024,48.829716,37.812798,82.14269,47.584324,1302.896,1594.4614,4101.04,94.203,1849.905,176.97371,40104.688,222.89235,,93249.85514
12/31/2000,3.8285427,776.73285,428.5655,480.87112,431.37653,12.737303,163.62247,28.757025,1.6415212,0.9637105,23.357054,0,0.45498598,21.469662,780.2455,110.308174,0.537121,54.165226,1454.7485,0,6.017878,1891.2705,421.97263,157.21277,7.2813525,17.963364,28.606592,2.443817,,16.410275,206.29353,,251.12022,452.60547,21.568022,160.71356,1.2625434,40.601574,4.460987,3.4124537,13.203452,24.973324,397.32733,835.1533,2229.0667,1497.8922,0.050845403,53.334682,8.149525,0.025578462,410.73672,1278.0026,1.2625434,808.2688,3.7775302,673.17285,390.2037,0,1980.8431,0.11549585,0.1848079,7.8751245,31.06757,24.528986,0,1239.1555,1861.6567,546.8981,35.442253,42.17471,13263.039,60.022717,0.7248769,8.127913,467.28427,73.11781,3798.947,5099.946,10.936246,0.6668076,0.012495899,19.633764,,2.9483926,102.90004,6.786171,0,326.75964,0.62401414,0.23999284,82.92943,76.43616,42.589058,33.795773,84.666405,46.192345,1413.3167,1468.2295,4042.3733,87.64368,1864.1425,192.45325,41844.168,243.5132,,97625.31081
12/31/2001,4.017897,764.68414,425.0765,510.89627,399.1475,12.9451475,174.20578,28.016886,2.1832561,0.798385,23.293238,0,0.4603187,23.977875,816.74133,115.7335,0.37955242,48.81064,1467.3573,0,6.355502,1916.9729,369.97833,145.88966,6.9473934,16.929045,34.223587,2.4413176,,15.106556,197.22864,,254.79749,437.2891,20.827354,152.14458,1.2590938,41.153755,4.448798,3.5140383,13.422065,24.546852,397.4785,792.8739,2207.4316,1440.6339,0.050706368,47.642704,8.170054,0.025519794,466.25833,1238.9849,1.2590938,779.8012,6.015321,716.74915,378.97498,0,2045.3356,0.12997994,0.24573743,6.524966,26.584063,22.810093,0,1224.6005,1881.2806,545.39197,39.247158,40.52146,12812.12,58.586086,5.3460674,9.179541,465.19556,72.54794,4090.0337,4974.1143,10.282921,0.6649857,0.008741263,19.417372,,4.392919,119.73402,6.7676296,0,347.75262,0.66426855,0.20523225,90.50177,73.56447,38.94887,30.71161,90.07435,46.510456,1377.1503,1356.9696,4006.665,83.88138,1896.0684,198.83812,41841.914,249.26254,,97177.29833
12/31/2002,4.2939925,824.4972,518.698,503.27728,396.66782,13.379959,178.33441,27.963057,3.850836,0.6281551,22.982775,0,0.5260785,24.719767,914.1956,119.65385,0.46578553,44.46277,1546.8191,0,6.0710645,1940.6516,354.0521,140.1276,7.5789747,16.231567,32.3727,3.554485,,14.266728,210.26389,,245.08144,433.1078,20.196848,148.66035,0.93172944,43.691452,4.448798,2.3962293,11.457478,19.42995,409.86447,736.5128,2083.1982,1208.0497,0.06338296,64.32849,8.0710945,0.012759896,549.7617,1148.5774,0.9569113,750.7623,5.565195,766.6959,397.95853,0,2068.0566,0.24516045,0.15972929,9.761147,39.303806,21.127888,0,1104.9845,1830.0901,511.8564,41.982384,33.109592,12036.175,56.960037,6.2255025,8.30034,434.17203,70.61736,4462.3774,4536.3174,9.659477,0.6649857,0.008741263,15.52529,,3.9667668,135.30247,6.7676296,0,380.76596,0.6365042,0.19453005,99.43188,84.65373,40.542183,29.863188,95.4823,46.95478,1267.8835,1348.4318,3976.3623,84.12793,1775.8738,200.17557,41337.14,250.62747,,95393.23322
12/31/2003,4.5343103,918.8281,498.14465,501.18347,343.3505,12.915853,178.84615,28.27699,3.850836,0.6281551,22.915508,0,0.2630393,22.278803,948.01917,122.04537,0.3776639,42.667435,1635.5128,14.391079,6.099501,1972.2737,331.38788,128.00389,12.000042,16.172432,37.760334,4.323318,,13.847677,208.56364,0,261.2883,431.15292,17.617327,159.11304,1.7627314,45.87152,4.448798,2.005513,14.004358,19.778696,411.56244,670.43884,2350.3044,767.865,0.038029775,64.78059,8.253917,0.012759896,598.34375,1344.474,0.8687748,811.5366,4.884025,778.3998,411.86304,0,2188.7676,0.3223763,0.12286872,9.747181,39.33078,16.157759,0,1304.6278,1783.962,467.8142,39.41697,30.311947,12958.206,55.029415,8.708247,9.119789,509.2333,68.5007,4951.0513,5355.6123,9.347755,0.8345572,0.00624795,21.237904,,4.08249,150.166,6.7676296,0,366.92746,0.64309824,0.2216004,116.088844,89.189865,36.8671,28.900822,101.2973,49.47297,1467.5858,1233.6282,3867.6333,83.37199,1715.151,209.97966,43173.34,246.91525,,99985.83084
12/31/2004,4.5304875,971.6982,634.8,477.1305,299.85922,13.057341,179.78816,28.415817,3.817906,0.6298761,22.936207,0,0,32.853367,940.91486,120.05514,0.6311644,42.138783,1688.1901,102.74561,5.696394,2024.2131,324.48898,133.39854,16.4661,14.993003,39.76008,4.05368,,13.307911,221.63766,29.704065,329.50937,405.19684,17.054247,158.96667,1.2625434,43.199608,4.460987,1.9347754,12.64893,21.620981,422.57605,646.04767,2428.724,1162.3728,0.04766746,63.324295,8.909842,0.012789231,691.95593,1433.8256,0.8837804,889.9973,3.855808,775.5501,422.25116,0,2210.1963,0.3800396,0.12320546,12.996059,36.776207,13.807153,0,1414.9651,1747.0891,446.93564,40.80012,27.437,14287.487,54.542706,15.84084,10.412129,580.2947,66.34915,5388.0737,5731.1167,9.060789,0.57212096,0.003754636,36.50136,,3.7215195,167.2401,6.786171,0,273.18494,0.55521303,0.15781793,113.605606,82.83301,38.87909,27.216238,107.22861,53.91576,1526.739,1109.1997,3783.905,76.95571,1978.9579,237.41481,45335.406,232.37947,,105626.1445
12/31/2005,4.7253494,1005.2701,726.1117,457.86237,294.55624,11.751431,258.35114,26.620308,3.8074741,0.6281551,22.034143,0,0,33.760395,1034.8539,117.379524,0.6294399,52.42049,1659.3553,105.92504,5.324013,2109.1343,322.2988,146.158,24.631666,13.960077,35.776653,4.101049,,12.430144,215.35074,53.884445,332.34912,385.7355,14.815956,156.9819,1.2590938,42.46269,3.8132558,1.6930841,10.921934,18.928522,406.17773,624.7098,2417.5408,1045.9281,0.06338296,71.06747,9.715609,0.012759896,715.0833,1516.6808,1.2590938,953.26874,2.7611928,756.25836,397.20566,0,2168.8948,0.35390615,0.08600816,12.977777,29.305637,13.673348,0,1408.9027,1609.9893,441.93256,41.995144,24.181631,14842.804,61.89305,15.79756,9.910216,611.25684,63.232307,5522.1504,6008.3857,8.513365,0.46549013,0.003109308,23.823244,,1.9141665,168.24004,6.7676296,0,251.98462,0.38991958,0.17584194,138.73035,94.30742,39.565258,27.94196,113.1599,55.212765,1588.1108,985.30664,3593.5337,63.37187,1970.2279,219.67908,45723.043,230.10867,,106838.0859
12/31/2006,5.226551,1002.5293,798.73517,458.60773,268.95715,12.167131,375.27222,27.0793,3.8074741,0.64915085,22.034143,1.3845885,0,32.77113,1093.6329,125.68926,0.6294399,55.023632,1756.1113,93.542015,4.255251,2148.8252,323.0626,165.13911,39.15803,12.771262,35.348854,3.543554,,12.588797,195.8336,57.628918,334.6428,385.67053,13.978561,140.49571,0.62954694,42.860752,3.8132558,1.1663855,12.826514,18.030178,419.20334,584.1274,2449.531,1139.9895,0.06338296,67.237335,9.812046,0.012759896,755.9872,1555.5902,1.2590938,1023.07214,2.3123262,745.00073,374.1982,19.194254,2123.0002,0.6640565,0.12286872,14.917436,24.336464,12.570502,0,1343.7993,1498.5483,420.76874,42.019653,29.112955,14689.6455,64.431206,15.79756,9.338308,659.2999,58.103477,5655.1367,5918.9785,9.501662,0.41229105,0.003109308,15.692252,,1.8531302,204.03307,7.849922,0,236.34837,0.28705165,0.18886408,151.06125,95.15004,37.93706,26.97433,116.1837,57.286633,1693.9802,890.60034,3541.373,63.36606,1990.3898,199.39636,46130.555,211.07729,,107494.8023
12/31/2007,4.3332653,1005.7857,944.1738,444.4343,286.4461,12.468643,504.27567,27.0793,3.8074741,0.6963056,22.034143,1.8400156,0,33.163345,1109.1145,110.43322,0.6294399,52.746758,1810.4688,87.68518,3.3066273,2166.8809,325.31995,133.55975,32.842224,11.738172,34.592518,3.3249285,,13.945972,176.41371,57.066074,319.31387,393.21033,12.933574,142.59537,0.62954694,42.07679,3.8132558,0.7909171,10.071515,15.454965,423.80887,556.3172,2480.1643,1222.1901,0.06338296,68.14642,10.175909,0.012759896,780.6731,1512.2474,0.62954694,1041.9012,1.9434112,776.38873,387.66705,9.3979025,2003.0498,1.4986312,0.13515547,13.732548,33.00993,25.672266,0,1246.2552,1377.3876,405.1641,45.26719,23.090038,14433.082,63.79315,15.558893,8.512031,668.2696,55.18435,5783.959,5686.37,9.501662,0.3191931,0.003109308,12.71208,,1.7005395,276.76138,9.160512,0,226.50336,0.2193752,0.17520718,159.3455,83.64878,52.86998,26.234587,119.44011,56.21276,1670.5735,890.5683,3546.8767,59.961952,1927.5015,188.41763,46036.695,185.4388,,107063.0572
12/31/2008,4.061396,985.77057,1073.3398,439.66977,285.7068,12.224066,527.1751,27.153488,3.610631,0.6928636,22.094511,2.1592705,0,27.327057,1152.7557,99.55133,0.6311644,51.93197,1782.1812,77.81223,3.7009075,2214.8127,360.95447,141.85997,37.469894,10.878271,35.858883,3.2775595,,12.596558,163.23248,57.22242,316.20746,403.03033,12.75754,139.50262,0.6312717,38.172615,3.823703,0.63621026,9.912218,15.901857,439.5326,574.8375,2505.3982,1387.679,0.06355661,60.97303,10.568743,0.012789231,821.9061,1584.2684,0.6312717,1026.257,1.8938153,740.6838,390.62015,8.066875,1824.7035,2.0698926,0.11088468,13.893804,26.812109,36.27884,0,1229.331,1331.0986,431.13528,41.34996,24.894283,15362.301,66.30551,15.556652,8.851761,750.18787,54.88197,5748.177,5930.9995,9.527694,0.28005922,0.003138641,11.393913,,1.6547621,262.48993,10.750723,0,228.28531,0.20029637,0.14850233,168.27225,80.086205,48.31102,26.679838,123.33614,52.397133,1689.2214,834.9041,3514.8438,57.202156,1928.7676,176.35732,46524.33,172.09631,,108932.1607
12/31/2009,3.5971837,898.23145,1000.60815,395.9278,280.429,12.30392,591.57855,27.0793,3.187349,0.4805386,20.77505,2.4470804,0,24.398046,1232.6158,95.62808,0.6294399,48.974644,1781.1637,71.9554,4.057024,2203.7688,410.77594,163.89842,36.516293,12.041919,33.01549,2.8275557,,13.847677,150.0611,54.09395,303.71646,410.0738,11.874815,139.94995,0.62954694,34.895958,3.8132558,0.7408546,8.602092,15.696465,441.89346,562.9781,2409.9597,1392.5465,0.06338296,53.18491,9.765073,0.012759896,889.495,1407.5665,0.62954694,950.17206,1.2590938,736.1694,369.8451,7.049294,1705.7043,3.2964737,0.09829492,11.749497,20.94661,33.759583,0,1242.6493,1260.4038,461.24155,40.465054,23.741343,14402.349,80.166306,22.116583,7.7301397,725.67804,52.31174,5830.85,5338.2544,10.125106,0.13299714,0.003109308,4.91143,,1.4462215,272.2339,10.828207,0,224.76598,0.1990723,0.13723783,174.30222,79.109535,45.51982,29.563433,126.4181,49.234146,1498.1176,793.14905,3751.6802,51.325226,1812.6816,193.26735,45365.8,167.21411,,105665.1754
12/31/2010,7.3200116,858.0033,1034.2383,387.02927,286.53317,12.653929,596.8202,26.160435,3.1875362,0.62814486,18.886393,2.6078968,0,25.37323,1298.3738,97.98434,0.62942606,41.39375,1868.1315,74.46547,6.498234,2361.053,481.3789,186.5655,27.68572,11.420106,36.279514,2.3885956,,13.217947,141.38098,50.211895,303.7297,407.3989,11.8335285,135.41739,0.62954634,31.088657,4.568942,1.4811335,7.611065,13.941304,479.662,565.4801,2465.9385,1405.0623,0.06338149,59.37955,9.320622,0.012759896,926.7331,1435.0907,0.62954634,983.7359,1.2590928,720.8732,384.60764,5.160542,1693.3341,3.8453496,0.12286227,13.195808,17.518686,33.050507,0,1419.1029,1146.6089,490.8049,42.071243,18.486504,14931.417,84.63671,20.851503,8.043809,824.8058,49.85781,5958.2305,5388.1865,12.618789,0.13300331,0.003109308,4.604446,,1.5919201,264.7055,10.827493,0,215.50005,0.17808183,0.1353526,177.12204,72.47567,44.58942,30.926998,129.44191,43.91667,1561.2549,732.2435,3874.478,46.95539,1696.0616,177.42728,46264.992,166.20221,,107991.7663
12/31/2011,10.473276,833.5803,954.0293,362.6855,249.01212,13.207511,536.0849,26.619427,3.1875362,0.62814486,18.886393,2.45352,0,26.118813,1326.1354,94.01258,0.62942606,39.266922,1978.6213,69.44532,6.5450997,2359.4421,560.6426,178.15218,25.00523,10.34823,37.64855,2.0515323,,12.690264,127.23942,47.788536,311.79193,402.38626,11.673422,137.21002,0.62954634,32.357582,48.626846,1.11085,6.969347,12.44294,498.74335,538.5468,2471.7043,1579.3668,0.24718738,61.7427,8.942041,0.011469241,931.1083,1638.5555,0.62954634,283.01987,1.2590928,551.484,344.99838,4.8504972,1680.7505,4.49351,0.12286227,12.983905,18.900698,28.473864,4.261659,1376.2834,1085.8439,502.56876,42.696293,17.50626,15860.055,81.0358,21.483368,7.7809167,904.16223,49.10186,6041.363,6079.007,11.268389,0.13300331,0.003109308,4.91143,,1.3410105,166.70581,10.827493,0,197.11725,0.1442458,0.1353526,183.92622,68.34508,39.69319,29.263466,133.8613,41.457455,1737.4958,604.4393,4028.8867,43.463383,1645.7238,179.43927,46622.28,118.21562,,109480.9925
12/31/2012,11.396137,781.67554,991.99084,358.6779,246.37004,12.799691,508.67645,30.93944,2.9889822,0.6298658,18.938135,1.9923925,0,30.219255,1306.8228,90.57037,0.63115054,40.23001,2127.2776,61.74777,6.3684087,2412.9692,579.90173,165.62729,24.013674,9.265192,35.74502,2.0005171,,12.623009,116.0673,45.488697,315.15106,403.86438,10.710633,128.77348,0.6312711,32.44623,49.934498,1.0621743,6.7453876,12.426475,494.85077,518.4984,2098.9683,1759.7953,0.24786466,62.76026,8.62069,0.014079887,921.381,1790.6489,0.6312711,843.9602,1.2625422,327.441,349.7088,4.13427,1673.2366,6.4100266,0.08623931,13.019478,17.582933,26.040192,12.732794,1353.362,1012.3336,523.3463,45.914467,16.452002,16099.361,79.84143,19.007847,8.373278,952.5738,46.31066,6125.9355,6387.4927,10.309306,0.13336793,0.003138641,4.8717856,17.831106,1.8631738,59.22879,10.744062,0,93.95683,0.14531969,0.13493167,200.86676,60.269722,39.64667,28.714798,139.4437,41.746567,1801.5314,518.2424,4597.0796,38.810474,1620.3497,197.64255,47921.215,94.67652,,112098.1842
12/31/2013,11.481211,753.43787,990.9448,351.06256,204.80865,10.872061,509.91736,34.801815,2.5673738,0.62814486,18.886393,1.8401399,0,34.112938,1281.0779,76.48024,0.62942606,39.964817,2272.614,55.358665,5.8903904,2441.8267,618.5938,143.32234,23.36994,9.342075,34.225952,1.9950514,,12.588521,100.9822,45.229164,328.46353,399.61905,10.525139,123.92525,0.62954634,32.715664,62.22746,0.79098076,6.3588567,12.255373,490.85788,492.70227,1973.2856,1767.0059,0.24718738,63.983097,8.5062685,0.014021221,951.18286,1761.1348,0.62954634,573.9842,1.2590928,316.31778,333.95056,4.231632,1652.5209,9.041653,0.09828993,12.983905,18.477587,22.29019,12.698005,1271.8242,964.4767,535.9359,51.974457,13.784287,15857.977,85.06722,22.115232,11.978651,949.98724,48.04353,6189.7603,6261.744,11.215439,0.13300331,0.003109308,4.6575456,57.131416,4.5401087,67.51441,10.150774,0,31.24378,0.14492251,0.12968662,198.80962,59.410603,36.37864,29.587759,145.02611,38.449615,1879.6893,472.7175,5218.0586,36.834316,1602.3983,196.68423,47986.426,105.0695,,111990.8396
12/31/2014,13.842922,799.80676,968.5163,346.41473,216.3719,11.523707,494.42505,36.207516,2.5673738,0.62814486,18.886393,1.1149787,0,36.07612,1424.1478,71.56504,0.62942606,47.76202,2439.7065,54.240368,5.033178,2458.9192,606.6536,149.92778,22.73832,9.031211,34.225952,1.9950514,,12.588521,94.55666,42.36179,346.92267,408.6805,10.106799,122.473495,0.62954634,30.509819,66.74416,0.73709005,6.4003654,10.978898,484.2957,476.3889,2024.1608,1846.9589,0.24718738,67.04618,8.096639,0.014021221,940.004,1747.1171,0.62954634,283.58258,1.2590928,309.0195,346.53543,3.7631056,1597.3098,13.054644,0.09828993,12.7101965,23.303436,26.081182,12.698005,1270.0397,988.1589,537.5265,60.015533,21.221651,16186.569,87.706795,24.010824,11.999136,928.8421,47.12476,6250.2017,6324.668,10.963316,0.13300331,0.003109308,4.3057585,88.99592,3.8670604,68.51756,10.150774,0,16.979202,0.14492251,0.12968662,196.39471,58.77991,33.76189,30.501036,149.44551,34.17073,1895.0093,464.36172,6102.5527,33.343815,1610.8744,184.37039,49112.78,80.286446,,114579.9294
12/31/2015,13.609896,781.8267,1025.3318,349.43137,195.42087,11.089276,488.69147,37.14905,2.5673738,0.62814486,16.421675,1.22676,0,38.62841,1537.4033,71.83905,0.62942606,62.40904,2512.9456,67.56121,4.318653,2495.3328,615.9615,138.78883,18.31698,8.673858,34.225952,1.8857336,,12.588521,89.43252,35.41536,338.5331,412.06253,10.66351,124.00364,0.503292,30.494177,65.05171,0.6831989,6.3921857,11.316193,478.84055,471.94174,2096.2253,2275.0127,0.24718738,63.61849,7.7782335,0.014021221,924.07794,1724.1124,0.62954634,237.89433,1.2590928,258.92682,374.35437,3.2889223,1485.5498,14.913316,0.09828993,9.761205,22.190147,26.669409,8.888603,1228.846,1019.21277,558.5997,57.67354,31.578371,17073.48,76.00684,15.242632,11.4750595,899.8932,46.55489,6333.144,6606.238,13.139374,0.13300331,0.003109308,4.3057585,84.63416,2.8786798,62.47819,11.50421,0,13.930833,0.14492251,0.114336014,204.66713,56.10478,30.552011,31.037432,153.8649,30.504324,2036.3232,526.6963,6595.9434,31.727688,1716.8069,199.67548,50762.11,30.322422,,118713.2946
12/31/2016,15.398286,795.6897,997.48224,332.97617,178.54611,9.799419,481.803,35.98855,2.5744076,0.6298658,20.621525,1.230121,0,40.733498,1589.9032,68.595314,0.63115054,58.748592,2545.1667,71.3618,3.1906345,2322.3364,544.14105,138.25708,31.034172,8.957631,34.205326,1.5559578,,12.623009,80.53047,28.175007,342.77148,393.50104,10.533187,128.48758,0.25250837,29.638956,62.68366,2.0183053,5.7314787,12.577218,472.0089,496.00772,2513.76,2530.7146,0.24786466,43.723183,6.197832,0.014079887,907.50867,1776.3003,0.6312711,224.76328,1.2625422,181.41998,387.3148,3.0398915,1413.2421,15.115269,0.0985592,9.787949,14.757731,22.911379,8.276316,1061.333,1050.2723,573.547,54.909622,33.704975,18235.395,68.0217,12.671898,12.56077,902.2269,44.217262,6495.112,6823.4634,12.969845,0.13336793,0.003138641,2.7119992,78.520805,1.6546475,57.240364,11.535729,0,12.807587,0.14531969,0.1136288,210.82658,50.37355,29.144781,31.756136,153.2834,28.340725,2112.0898,551.78046,6312.184,30.417183,1541.6309,180.39293,50904.277,18.729792,,120170.6855
12/31/2017,,775.1163,949.0655,316.80292,161.66644,,454.60855,,,,,,,,1658.9243,63.8205,,,2751.9355,60.108273,,2227.2148,523.1395,160.49629,,,,,,,78.35093,,331.18875,374.23016,,121.986275,,,,,,,470.28488,476.2169,2697.5283,2586.301,,48.243526,,,1002.44324,1685.9868,,508.87445,,231.4552,382.0993,,1274.4688,,,,,,,1097.865,1033.6267,553.1735,,,,66.21478,,,869.83575,42.26342,6495.898,6504.885,,,,,84.326416,,40.109055,,,12.546561,,,204.25745,50.93855,24.620712,,151.82965,,2034.374,542.3107,6678.5654,32.17584,1320.5935,161.0755,50996.598,34.3649,,101405.0058
12/31/2018,,759.81116,861.6136,320.31754,170.74864,,455.87622,,,,,,,,1635.2148,62.94827,,,2997.575,70.548904,,2201.8381,530.1477,196.91173,,,,,,,65.673004,,322.4165,381.97574,,112.33555,,,,,,,459.93576,459.30032,2554.3416,2640.1548,,54.477234,,,1050.881,1707.8542,,638.98944,,255.0609,378.3237,,1190.9146,,,,,,,1119.5613,968.9926,556.1946,,,,68.12629,,,873.32007,41.60051,6604.5015,6708.389,,,,,82.66252,,42.506786,,,12.22353,,,197.32396,45.36544,23.818241,,145.47968,,2046.3977,591.6227,7788.5522,33.62134,980.3719,144.3283,52190.7,47.119156,,103848.9653
12/31/2019,,748.15796,803.5187,335.34912,223.93333,,441.87488,,,,,,,,1758.4464,68.62962,,,3064.065,77.494965,,2228.6338,542.61224,200.34785,,,,,,,58.35043,,330.99576,369.97357,,126.49545,,,,,,,435.97647,443.7854,1844.6189,2723.98,,49.759743,,,1053.1604,1667.5315,,672.34863,,282.05576,355.42764,,1104.8539,,,,,,,1175.3026,927.94086,550.4265,,,,71.00466,,,840.89795,41.48421,6668.512,6472.84,,,,,98.25599,,41.34308,,,17.568169,,,196.86758,42.569534,21.85277,,142.0372,,2092.2188,602.63995,8736.102,35.016697,613.4516,133.07278,52092.734,47.393547,,103673.9099
12/31/2020,,670.1788,750.9674,321.65402,222.27069,,407.35587,,,,,,,,1853.1815,62.556503,,,2931.024,77.326004,,2265.1636,479.76053,183.19785,,,,,,,40.940006,,299.63,361.30188,,120.77915,,,,,,,408.77762,422.96628,1678.9973,2349.7002,,62.729664,,,996.1863,1525.7699,,232.69873,,274.89307,328.5853,,1106.1436,,,,,,,1027.885,1071.5087,536.27155,,,,63.575005,,,833.2996,40.20491,6098.4463,6042.749,,,,,94.508026,,36.401024,,,22.843414,,,176.03467,39.91337,20.196907,,120.96258,,1929.9459,569.6986,8295.474,32.348892,390.38104,116.57796,48560.844,43.814594,,96598.62081
12/31/2021,,676.866,664.31494,338.25745,214.22488,,410.12033,,,,,,,,1824.239,60.529842,,,3100.7773,71.14674,,2312.986,451.0527,162.84421,,,,,,,37.643425,,294.76086,344.26385,,105.20508,,,,,,,394.94897,392.77612,1963.0627,2335.6458,,56.292686,,,998.75885,1510.924,,693.7266,,289.46396,302.87668,,1122.1359,,,,,,,911.4743,1091.7832,544.56946,,,,61.69799,,,846.9084,38.63486,6266.0537,5989.718,,,,,87.407585,,36.712654,,,53.479633,,,163.69745,40.58855,24.66186,,134.63464,,1900.77,475.24493,8317.922,33.35833,399.6155,110.02213,49192.05,40.717346,,97891.56739
12/31/2022,,740.2434,671.88135,381.5427,203.44319,,387.3922,,,,,,,,1896.3617,52.189007,,,3186.427,75.57923,,2380.8936,461.86255,160.0586,,,,,,,37.03992,,299.7995,347.97958,,110.914566,,,,,,,384.05682,365.30237,2053.1738,2573.8372,,51.8587,,,978.53656,1694.665,,593.3383,,284.55304,296.88028,,1136.0168,,,,,,,802.53613,1034.5089,598.33356,,,,62.660515,,,861.59503,36.30886,6379.2515,6665.056,,,,,80.803566,,35.488167,,,53.077442,,,134.91685,39.383175,21.417957,,135.10408,,2106.3857,421.4849,8832.521,33.09084,433.86914,108.65535,51255.57,39.60465,,101977.4503
